age,job,marital,education,default,housing,loan,contact,month,day_of_week,duration,campaign,pdays,previous,poutcome,emp_var_rate,cons_price_idx,cons_conf_idx,euribor3m,nr_employed,subscribed
3,management,married,university.degree,no,yes,yes,cellular,nov,mon,2.0,3.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,0
2,blue-collar,divorced,basic.9y,no,yes,yes,cellular,nov,mon,2.0,3.0,999.0,1.0,2,-0.1,93.2,-42.0,4.191,5195.8,0
2,self-employed,married,university.degree,no,yes,no,cellular,nov,mon,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,0
1,entrepreneur,married,university.degree,no,yes,yes,telephone,nov,mon,3.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.191,5195.8,0
2,entrepreneur,married,university.degree,unknown,yes,no,telephone,nov,mon,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,0
2,blue-collar,married,basic.6y,no,yes,no,cellular,nov,mon,2.0,3.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,0
2,entrepreneur,married,university.degree,unknown,yes,no,telephone,nov,mon,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.191,5195.8,0
2,admin.,married,university.degree,no,no,no,cellular,nov,mon,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,0
2,entrepreneur,married,basic.9y,unknown,yes,yes,telephone,nov,mon,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,0
2,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,mon,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,1
3,entrepreneur,married,university.degree,no,yes,no,cellular,nov,mon,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,0
3,retired,divorced,basic.4y,no,yes,yes,cellular,nov,mon,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,0
1,management,single,university.degree,no,no,no,cellular,nov,mon,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,0
3,retired,married,professional.course,no,no,no,cellular,nov,mon,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,0
3,entrepreneur,married,university.degree,no,no,no,cellular,nov,mon,4.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.191,5195.8,0
2,unemployed,married,basic.9y,unknown,yes,yes,cellular,nov,mon,3.0,3.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,0
2,technician,single,university.degree,no,no,no,telephone,nov,mon,3.0,5.0,999.0,1.0,2,-0.1,93.2,-42.0,4.191,5195.8,0
2,entrepreneur,married,university.degree,unknown,yes,no,cellular,nov,mon,5.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.191,5195.8,0
2,unemployed,married,high.school,no,yes,no,cellular,nov,tue,2.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,technician,married,professional.course,no,no,yes,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,high.school,no,no,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,technician,married,professional.course,no,unknown,unknown,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,single,university.degree,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,married,professional.course,unknown,yes,yes,telephone,nov,tue,4.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,1
3,technician,married,professional.course,unknown,unknown,unknown,cellular,nov,tue,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,high.school,no,no,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,management,married,university.degree,no,yes,yes,cellular,nov,tue,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,married,university.degree,no,no,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,technician,married,professional.course,no,no,no,telephone,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,technician,divorced,professional.course,unknown,no,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,divorced,university.degree,no,no,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,services,single,professional.course,no,yes,no,cellular,nov,tue,1.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,self-employed,divorced,basic.9y,no,yes,no,cellular,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,married,professional.course,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,married,professional.course,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,technician,divorced,professional.course,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,blue-collar,single,basic.6y,no,yes,no,cellular,nov,tue,3.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,divorced,basic.6y,no,no,no,cellular,nov,tue,3.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,married,university.degree,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,retired,married,basic.4y,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,technician,married,university.degree,no,unknown,unknown,cellular,nov,tue,2.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
1,technician,married,university.degree,no,unknown,unknown,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,admin.,married,university.degree,no,yes,yes,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,services,divorced,high.school,no,yes,no,cellular,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,unemployed,married,high.school,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,self-employed,married,basic.9y,no,yes,no,cellular,nov,tue,2.0,4.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,unemployed,married,high.school,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,self-employed,married,basic.9y,no,no,no,cellular,nov,tue,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,married,university.degree,no,yes,no,cellular,nov,tue,3.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,single,university.degree,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,single,university.degree,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,services,married,university.degree,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,entrepreneur,single,basic.9y,no,no,no,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,blue-collar,single,high.school,no,yes,yes,telephone,nov,tue,3.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,professional.course,no,yes,no,cellular,nov,tue,2.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,married,unknown,unknown,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,married,university.degree,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,management,married,university.degree,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,married,university.degree,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,single,high.school,no,yes,no,cellular,nov,tue,1.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,technician,married,professional.course,no,yes,no,cellular,nov,tue,5.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,1
2,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,1.0,5.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,married,high.school,unknown,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,professional.course,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,professional.course,no,yes,yes,cellular,nov,tue,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,professional.course,no,no,yes,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,entrepreneur,married,basic.9y,no,no,no,telephone,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,professional.course,no,unknown,unknown,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,technician,married,basic.9y,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,married,university.degree,no,no,no,cellular,nov,tue,5.0,2.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,1
2,blue-collar,married,professional.course,no,no,no,cellular,nov,tue,2.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,high.school,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,high.school,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,entrepreneur,married,university.degree,no,yes,no,cellular,nov,tue,5.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,1
2,admin.,married,high.school,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,management,married,university.degree,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,services,married,high.school,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,technician,married,professional.course,no,no,no,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,divorced,university.degree,unknown,no,no,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,technician,single,professional.course,no,yes,yes,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,entrepreneur,divorced,basic.4y,no,no,no,cellular,nov,tue,3.0,1.0,5.0,1.0,3,-0.1,93.2,-42.0,4.153,5195.8,0
2,self-employed,single,basic.9y,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,self-employed,married,basic.9y,unknown,no,no,cellular,nov,tue,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,technician,married,high.school,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,self-employed,married,basic.4y,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,admin.,single,university.degree,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,married,high.school,no,no,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,technician,married,professional.course,no,yes,no,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,entrepreneur,married,basic.9y,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,single,high.school,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,married,high.school,no,no,yes,cellular,nov,tue,3.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
1,admin.,single,university.degree,no,yes,no,cellular,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,technician,married,unknown,no,no,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,admin.,single,university.degree,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,technician,married,unknown,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,high.school,no,yes,yes,telephone,nov,tue,1.0,3.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,married,university.degree,no,yes,no,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,blue-collar,married,basic.9y,no,yes,no,telephone,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,unemployed,single,basic.6y,unknown,yes,no,cellular,nov,tue,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,unemployed,single,basic.6y,unknown,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,blue-collar,married,basic.9y,unknown,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,services,divorced,high.school,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,services,married,basic.6y,unknown,yes,no,telephone,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,housemaid,divorced,professional.course,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.9y,no,unknown,unknown,cellular,nov,tue,2.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
3,self-employed,divorced,high.school,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,blue-collar,married,basic.9y,no,yes,yes,cellular,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,high.school,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,technician,single,professional.course,no,no,yes,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,services,divorced,high.school,no,yes,no,cellular,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,admin.,divorced,university.degree,no,yes,no,telephone,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,self-employed,divorced,university.degree,no,yes,no,cellular,nov,tue,3.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,married,university.degree,no,no,no,cellular,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,married,university.degree,no,yes,yes,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,technician,married,professional.course,no,yes,no,telephone,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,blue-collar,single,basic.9y,no,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,self-employed,married,university.degree,no,yes,no,cellular,nov,tue,1.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,entrepreneur,married,basic.4y,no,yes,no,cellular,nov,tue,2.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,management,married,high.school,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,3.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,services,married,basic.6y,no,unknown,unknown,cellular,nov,tue,4.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,married,university.degree,no,yes,yes,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,married,university.degree,no,no,no,cellular,nov,tue,2.0,2.0,1.0,1.0,3,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,divorced,high.school,no,yes,no,cellular,nov,tue,5.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,married,university.degree,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,housemaid,divorced,basic.9y,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,university.degree,no,no,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,technician,divorced,high.school,no,no,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,entrepreneur,married,university.degree,unknown,no,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,university.degree,unknown,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,high.school,no,yes,no,cellular,nov,tue,3.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
1,services,married,high.school,unknown,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,university.degree,unknown,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.9y,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
1,admin.,single,university.degree,no,yes,no,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,management,single,university.degree,no,yes,no,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,housemaid,married,university.degree,unknown,no,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,entrepreneur,divorced,basic.6y,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,unemployed,married,high.school,yes,no,no,cellular,nov,tue,2.0,2.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,professional.course,no,yes,no,cellular,nov,tue,2.0,3.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,married,basic.4y,no,no,no,cellular,nov,tue,3.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,entrepreneur,married,basic.9y,no,yes,yes,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,single,high.school,unknown,no,no,telephone,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,divorced,university.degree,no,yes,no,cellular,nov,tue,1.0,2.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
1,management,married,university.degree,no,yes,yes,cellular,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,single,basic.4y,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,married,unknown,unknown,no,no,cellular,nov,tue,3.0,2.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
3,services,married,high.school,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,management,single,high.school,unknown,no,no,cellular,nov,tue,5.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
3,management,married,university.degree,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,technician,married,professional.course,no,yes,no,cellular,nov,tue,2.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,technician,single,professional.course,no,yes,no,cellular,nov,tue,4.0,5.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,single,high.school,no,yes,yes,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,blue-collar,single,university.degree,unknown,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,married,high.school,no,yes,no,cellular,nov,tue,3.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,services,married,high.school,no,yes,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,services,married,basic.9y,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,technician,married,professional.course,no,yes,no,cellular,nov,tue,5.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,management,married,university.degree,no,unknown,unknown,cellular,nov,tue,4.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,1
2,housemaid,divorced,professional.course,no,no,yes,cellular,nov,tue,3.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,high.school,no,no,no,cellular,nov,tue,2.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,entrepreneur,married,professional.course,unknown,no,no,cellular,nov,tue,2.0,3.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,high.school,no,no,no,cellular,nov,tue,2.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,2.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,services,married,high.school,no,yes,no,cellular,nov,tue,5.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,divorced,basic.6y,no,no,no,cellular,nov,tue,3.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,self-employed,married,university.degree,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,self-employed,married,university.degree,no,yes,no,cellular,nov,tue,2.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
3,admin.,single,university.degree,no,no,no,cellular,nov,tue,2.0,1.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
2,admin.,married,university.degree,no,yes,no,cellular,nov,tue,1.0,1.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
1,blue-collar,married,basic.4y,no,no,no,cellular,nov,tue,2.0,2.0,999.0,0.0,1,-0.1,93.2,-42.0,4.153,5195.8,0
2,blue-collar,married,basic.9y,no,no,no,cellular,nov,tue,2.0,2.0,999.0,1.0,2,-0.1,93.2,-42.0,4.153,5195.8,0
